danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,success
0.292,0.885,4.0,-8.112,0.0,0.164,0.0291,0.517,0.701,0.293,129.457,audio_features,3mZ6mSqLf2tcVgrZTGSzro,spotify:track:3mZ6mSqLf2tcVgrZTGSzro,https://api.spotify.com/v1/tracks/3mZ6mSqLf2tcVgrZTGSzro,https://api.spotify.com/v1/audio-analysis/3mZ6mSqLf2tcVgrZTGSzro,774352.0,4.0,0.0
0.687,0.592,11.0,-14.541,1.0,0.935,0.31,0.0,0.104,0.747,61.4,audio_features,3J1ickcfJMrm1lnhMSTsoS,spotify:track:3J1ickcfJMrm1lnhMSTsoS,https://api.spotify.com/v1/tracks/3J1ickcfJMrm1lnhMSTsoS,https://api.spotify.com/v1/audio-analysis/3J1ickcfJMrm1lnhMSTsoS,97061.0,3.0,0.0
0.631,0.12,1.0,-16.778,1.0,0.953,0.396,1.15e-05,0.19,0.314,166.11,audio_features,0wsEULAZok0UipDv3z5Bsn,spotify:track:0wsEULAZok0UipDv3z5Bsn,https://api.spotify.com/v1/tracks/0wsEULAZok0UipDv3z5Bsn,https://api.spotify.com/v1/audio-analysis/0wsEULAZok0UipDv3z5Bsn,166151.0,3.0,0.0
0.368,0.0662,0.0,-27.604,1.0,0.0447,0.994,0.918,0.0765,0.189,80.741,audio_features,6Oldm49Qs2G8T7HSopg5m9,spotify:track:6Oldm49Qs2G8T7HSopg5m9,https://api.spotify.com/v1/tracks/6Oldm49Qs2G8T7HSopg5m9,https://api.spotify.com/v1/audio-analysis/6Oldm49Qs2G8T7HSopg5m9,102531.0,1.0,0.0
0.694,0.701,0.0,-11.746,1.0,0.0708,0.767,0.113,0.385,0.674,107.772,audio_features,3LYKQZLy1ZiwaZbkoYFAeo,spotify:track:3LYKQZLy1ZiwaZbkoYFAeo,https://api.spotify.com/v1/tracks/3LYKQZLy1ZiwaZbkoYFAeo,https://api.spotify.com/v1/audio-analysis/3LYKQZLy1ZiwaZbkoYFAeo,932293.0,4.0,0.0
0.516,0.4,10.0,-11.635,1.0,0.138,0.715,7.84e-06,0.11,0.947,196.421,audio_features,4QpcyPbS2bf7ctjYmJn6Br,spotify:track:4QpcyPbS2bf7ctjYmJn6Br,https://api.spotify.com/v1/tracks/4QpcyPbS2bf7ctjYmJn6Br,https://api.spotify.com/v1/audio-analysis/4QpcyPbS2bf7ctjYmJn6Br,192533.0,4.0,0.0
0.869,0.729,3.0,-7.129,1.0,0.173,0.0831,1.09e-06,0.0437,0.586,98.937,audio_features,2CLaqXV39SIHDPrIZBIB3n,spotify:track:2CLaqXV39SIHDPrIZBIB3n,https://api.spotify.com/v1/tracks/2CLaqXV39SIHDPrIZBIB3n,https://api.spotify.com/v1/audio-analysis/2CLaqXV39SIHDPrIZBIB3n,226080.0,4.0,0.0
0.418,0.72,9.0,-9.283,1.0,0.0451,0.000143,9.67e-06,0.108,0.384,83.505,audio_features,7p8zpODtllAgeDGG1Rab6y,spotify:track:7p8zpODtllAgeDGG1Rab6y,https://api.spotify.com/v1/tracks/7p8zpODtllAgeDGG1Rab6y,https://api.spotify.com/v1/audio-analysis/7p8zpODtllAgeDGG1Rab6y,106080.0,4.0,0.0
0.307,0.398,1.0,-18.101,1.0,0.046,0.99,0.886,0.122,0.148,114.58,audio_features,6o7KtueSLDEC9jTfij6lVy,spotify:track:6o7KtueSLDEC9jTfij6lVy,https://api.spotify.com/v1/tracks/6o7KtueSLDEC9jTfij6lVy,https://api.spotify.com/v1/audio-analysis/6o7KtueSLDEC9jTfij6lVy,66000.0,3.0,0.0
0.718,0.101,0.0,-23.82,1.0,0.907,0.799,0.0,0.116,0.488,121.337,audio_features,7KcCkRrXz4ixNgNzeVaO4u,spotify:track:7KcCkRrXz4ixNgNzeVaO4u,https://api.spotify.com/v1/tracks/7KcCkRrXz4ixNgNzeVaO4u,https://api.spotify.com/v1/audio-analysis/7KcCkRrXz4ixNgNzeVaO4u,129700.0,5.0,0.0
0.829,0.696,9.0,-5.034,1.0,0.415,0.117,0.0,0.278,0.608,90.223,audio_features,75oWEsfPWNeWJZ49ySvFsA,spotify:track:75oWEsfPWNeWJZ49ySvFsA,https://api.spotify.com/v1/tracks/75oWEsfPWNeWJZ49ySvFsA,https://api.spotify.com/v1/audio-analysis/75oWEsfPWNeWJZ49ySvFsA,181200.0,4.0,0.0
0.487,0.891,3.0,-4.618,1.0,0.0669,0.256,0.0,0.18,0.834,113.577,audio_features,7a4VZI0aTcK9v1NUzlXYxU,spotify:track:7a4VZI0aTcK9v1NUzlXYxU,https://api.spotify.com/v1/tracks/7a4VZI0aTcK9v1NUzlXYxU,https://api.spotify.com/v1/audio-analysis/7a4VZI0aTcK9v1NUzlXYxU,156733.0,4.0,0.0
0.0989,0.0179,10.0,-31.387,1.0,0.0449,0.977,0.0225,0.208,0.0396,75.642,audio_features,1EpoPvKbVVPTCes9K65t7G,spotify:track:1EpoPvKbVVPTCes9K65t7G,https://api.spotify.com/v1/tracks/1EpoPvKbVVPTCes9K65t7G,https://api.spotify.com/v1/audio-analysis/1EpoPvKbVVPTCes9K65t7G,357773.0,3.0,0.0
0.288,0.898,2.0,-5.204,1.0,0.0663,0.00176,0.000117,0.313,0.53,124.698,audio_features,4UDnYc528V932a2lEtMQ5P,spotify:track:4UDnYc528V932a2lEtMQ5P,https://api.spotify.com/v1/tracks/4UDnYc528V932a2lEtMQ5P,https://api.spotify.com/v1/audio-analysis/4UDnYc528V932a2lEtMQ5P,232427.0,4.0,0.0
0.647,0.267,11.0,-13.32,1.0,0.948,0.331,0.0,0.381,0.389,68.967,audio_features,0lX53lpBD5cVNChJcTwzW6,spotify:track:0lX53lpBD5cVNChJcTwzW6,https://api.spotify.com/v1/tracks/0lX53lpBD5cVNChJcTwzW6,https://api.spotify.com/v1/audio-analysis/0lX53lpBD5cVNChJcTwzW6,103061.0,4.0,0.0
0.713,0.295,6.0,-13.447,1.0,0.949,0.399,0.0,0.192,0.441,130.708,audio_features,4aYks6HuZaY4m7hT2XEKCC,spotify:track:4aYks6HuZaY4m7hT2XEKCC,https://api.spotify.com/v1/tracks/4aYks6HuZaY4m7hT2XEKCC,https://api.spotify.com/v1/audio-analysis/4aYks6HuZaY4m7hT2XEKCC,241621.0,4.0,0.0
0.251,0.361,5.0,-12.651,1.0,0.0387,0.86,0.889,0.091,0.374,107.299,audio_features,1xV6cXSPOf512b5GYKKoHl,spotify:track:1xV6cXSPOf512b5GYKKoHl,https://api.spotify.com/v1/tracks/1xV6cXSPOf512b5GYKKoHl,https://api.spotify.com/v1/audio-analysis/1xV6cXSPOf512b5GYKKoHl,192941.0,4.0,0.0
0.505,0.794,0.0,-5.856,1.0,0.0345,0.00232,7.37e-06,0.753,0.438,122.837,audio_features,0mi3ehpJIIpSMHIAcBGUW8,spotify:track:0mi3ehpJIIpSMHIAcBGUW8,https://api.spotify.com/v1/tracks/0mi3ehpJIIpSMHIAcBGUW8,https://api.spotify.com/v1/audio-analysis/0mi3ehpJIIpSMHIAcBGUW8,260853.0,4.0,0.0
0.485,0.786,3.0,-5.705,1.0,0.0413,0.477,9.07e-06,0.353,0.761,99.909,audio_features,4lYznBg0q6gv1S1A7IsypO,spotify:track:4lYznBg0q6gv1S1A7IsypO,https://api.spotify.com/v1/tracks/4lYznBg0q6gv1S1A7IsypO,https://api.spotify.com/v1/audio-analysis/4lYznBg0q6gv1S1A7IsypO,230064.0,4.0,0.0
0.532,0.744,5.0,-10.511,1.0,0.0543,0.594,0.0716,0.965,0.921,89.519,audio_features,53OQXrolDhrunqox8a0a6B,spotify:track:53OQXrolDhrunqox8a0a6B,https://api.spotify.com/v1/tracks/53OQXrolDhrunqox8a0a6B,https://api.spotify.com/v1/audio-analysis/53OQXrolDhrunqox8a0a6B,282827.0,4.0,0.0
0.711,0.272,1.0,-19.985,1.0,0.934,0.0544,0.0,0.332,0.314,118.921,audio_features,0O3eTRWJMCERG5ttE1jd8g,spotify:track:0O3eTRWJMCERG5ttE1jd8g,https://api.spotify.com/v1/tracks/0O3eTRWJMCERG5ttE1jd8g,https://api.spotify.com/v1/audio-analysis/0O3eTRWJMCERG5ttE1jd8g,116800.0,3.0,0.0
0.0,1.98e-05,9.0,-27.493,1.0,0.0,0.0,0.998,0.111,0.0,0.0,audio_features,2scLBdg0SMov4VGkQD5I0l,spotify:track:2scLBdg0SMov4VGkQD5I0l,https://api.spotify.com/v1/tracks/2scLBdg0SMov4VGkQD5I0l,https://api.spotify.com/v1/audio-analysis/2scLBdg0SMov4VGkQD5I0l,178653.0,0.0,0.0
0.626,0.287,2.0,-17.4,1.0,0.961,0.36,0.0,0.162,0.238,170.863,audio_features,1tQKQDjBiZJWrzyjZDug0R,spotify:track:1tQKQDjBiZJWrzyjZDug0R,https://api.spotify.com/v1/tracks/1tQKQDjBiZJWrzyjZDug0R,https://api.spotify.com/v1/audio-analysis/1tQKQDjBiZJWrzyjZDug0R,162373.0,5.0,0.0
0.24,0.12,8.0,-27.617,0.0,0.0376,0.986,0.944,0.11,0.209,130.506,audio_features,0CwZMisWL91EUAe5lZVZto,spotify:track:0CwZMisWL91EUAe5lZVZto,https://api.spotify.com/v1/tracks/0CwZMisWL91EUAe5lZVZto,https://api.spotify.com/v1/audio-analysis/0CwZMisWL91EUAe5lZVZto,140564.0,4.0,0.0
0.647,0.559,8.0,-7.289,1.0,0.427,0.354,0.0,0.296,0.82,98.744,audio_features,6mTRs3Zu63bms9Vr8xzsdC,spotify:track:6mTRs3Zu63bms9Vr8xzsdC,https://api.spotify.com/v1/tracks/6mTRs3Zu63bms9Vr8xzsdC,https://api.spotify.com/v1/audio-analysis/6mTRs3Zu63bms9Vr8xzsdC,203933.0,3.0,0.0
0.34,0.0786,9.0,-24.66,0.0,0.0505,0.817,0.0768,0.14,0.252,174.678,audio_features,000FetCrS9eDC1Ii1lCLfT,spotify:track:000FetCrS9eDC1Ii1lCLfT,https://api.spotify.com/v1/tracks/000FetCrS9eDC1Ii1lCLfT,https://api.spotify.com/v1/audio-analysis/000FetCrS9eDC1Ii1lCLfT,843387.0,3.0,0.0
0.507,0.409,3.0,-10.755,1.0,0.0251,0.979,0.947,0.139,0.422,96.202,audio_features,7A3U7oRX94zcZE3JMUZEhV,spotify:track:7A3U7oRX94zcZE3JMUZEhV,https://api.spotify.com/v1/tracks/7A3U7oRX94zcZE3JMUZEhV,https://api.spotify.com/v1/audio-analysis/7A3U7oRX94zcZE3JMUZEhV,208213.0,4.0,0.0
0.322,0.244,1.0,-17.046,0.0,0.051,0.923,5.19e-05,0.924,0.345,81.352,audio_features,1vN72hXo0ACPmUSBPOuTTb,spotify:track:1vN72hXo0ACPmUSBPOuTTb,https://api.spotify.com/v1/tracks/1vN72hXo0ACPmUSBPOuTTb,https://api.spotify.com/v1/audio-analysis/1vN72hXo0ACPmUSBPOuTTb,352827.0,3.0,0.0
0.479,0.493,5.0,-8.069,1.0,0.0296,0.162,0.000912,0.254,0.88,127.334,audio_features,6ezJ8RXZJKBPShNg0w0Yqh,spotify:track:6ezJ8RXZJKBPShNg0w0Yqh,https://api.spotify.com/v1/tracks/6ezJ8RXZJKBPShNg0w0Yqh,https://api.spotify.com/v1/audio-analysis/6ezJ8RXZJKBPShNg0w0Yqh,210240.0,3.0,0.0
0.158,0.164,2.0,-20.192,1.0,0.052,0.99,0.00188,0.157,0.0892,77.549,audio_features,6ZfNCS6NBnD2wjaULoHSQF,spotify:track:6ZfNCS6NBnD2wjaULoHSQF,https://api.spotify.com/v1/tracks/6ZfNCS6NBnD2wjaULoHSQF,https://api.spotify.com/v1/audio-analysis/6ZfNCS6NBnD2wjaULoHSQF,174533.0,3.0,0.0
0.663,0.769,6.0,-2.967,0.0,0.118,0.403,0.0,0.237,0.911,123.284,audio_features,2kvkvKQSDiTjG115OUbH9I,spotify:track:2kvkvKQSDiTjG115OUbH9I,https://api.spotify.com/v1/tracks/2kvkvKQSDiTjG115OUbH9I,https://api.spotify.com/v1/audio-analysis/2kvkvKQSDiTjG115OUbH9I,163115.0,3.0,0.0
0.439,0.313,5.0,-11.481,1.0,0.0295,0.669,0.962,0.0858,0.0398,77.016,audio_features,5OoqSheDa2xoVuhRups3KX,spotify:track:5OoqSheDa2xoVuhRups3KX,https://api.spotify.com/v1/tracks/5OoqSheDa2xoVuhRups3KX,https://api.spotify.com/v1/audio-analysis/5OoqSheDa2xoVuhRups3KX,251667.0,4.0,0.0
0.604,0.25,2.0,-11.891,1.0,0.0336,0.851,0.000151,0.103,0.202,133.389,audio_features,6tl05zpF8h0SWdZJb6r0GF,spotify:track:6tl05zpF8h0SWdZJb6r0GF,https://api.spotify.com/v1/tracks/6tl05zpF8h0SWdZJb6r0GF,https://api.spotify.com/v1/audio-analysis/6tl05zpF8h0SWdZJb6r0GF,250493.0,4.0,0.0
0.658,0.163,1.0,-22.042,1.0,0.93,0.78,0.0,0.112,0.722,152.504,audio_features,5nWXa5pVVRu9EshcLJW2vx,spotify:track:5nWXa5pVVRu9EshcLJW2vx,https://api.spotify.com/v1/tracks/5nWXa5pVVRu9EshcLJW2vx,https://api.spotify.com/v1/audio-analysis/5nWXa5pVVRu9EshcLJW2vx,99900.0,1.0,0.0
0.731,0.458,1.0,-11.543,1.0,0.167,0.328,0.0933,0.649,0.127,95.984,audio_features,7oTJBAksaV4aHjdeieLebC,spotify:track:7oTJBAksaV4aHjdeieLebC,https://api.spotify.com/v1/tracks/7oTJBAksaV4aHjdeieLebC,https://api.spotify.com/v1/audio-analysis/7oTJBAksaV4aHjdeieLebC,146298.0,4.0,0.0
0.715,0.22,5.0,-20.264,1.0,0.942,0.619,0.0,0.173,0.356,125.259,audio_features,6ikwqktd20pFq2pyO43CUu,spotify:track:6ikwqktd20pFq2pyO43CUu,https://api.spotify.com/v1/tracks/6ikwqktd20pFq2pyO43CUu,https://api.spotify.com/v1/audio-analysis/6ikwqktd20pFq2pyO43CUu,118736.0,1.0,0.0
0.53,0.792,4.0,-9.097,0.0,0.0442,0.00402,0.0,0.275,0.46,95.347,audio_features,4t8l7nTJ5ASck2OAVWkqyb,spotify:track:4t8l7nTJ5ASck2OAVWkqyb,https://api.spotify.com/v1/tracks/4t8l7nTJ5ASck2OAVWkqyb,https://api.spotify.com/v1/audio-analysis/4t8l7nTJ5ASck2OAVWkqyb,293800.0,4.0,0.0
0.78,0.612,3.0,-9.306,1.0,0.077,0.347,0.000962,0.289,0.951,97.519,audio_features,3QjjrW6spCYaGqku4yJUl0,spotify:track:3QjjrW6spCYaGqku4yJUl0,https://api.spotify.com/v1/tracks/3QjjrW6spCYaGqku4yJUl0,https://api.spotify.com/v1/audio-analysis/3QjjrW6spCYaGqku4yJUl0,145333.0,3.0,0.0
0.333,0.0058,1.0,-36.948,1.0,0.0468,0.938,0.204,0.0952,0.0519,110.997,audio_features,1zna3uyNNOXeP1j9RiCcul,spotify:track:1zna3uyNNOXeP1j9RiCcul,https://api.spotify.com/v1/tracks/1zna3uyNNOXeP1j9RiCcul,https://api.spotify.com/v1/audio-analysis/1zna3uyNNOXeP1j9RiCcul,125200.0,3.0,0.0
0.576,0.612,4.0,-12.17,1.0,0.935,0.605,0.0,0.305,0.61,80.562,audio_features,4EQtbo1dCJUda446HEn8oS,spotify:track:4EQtbo1dCJUda446HEn8oS,https://api.spotify.com/v1/tracks/4EQtbo1dCJUda446HEn8oS,https://api.spotify.com/v1/audio-analysis/4EQtbo1dCJUda446HEn8oS,129916.0,3.0,0.0
0.359,0.306,9.0,-16.633,0.0,0.0365,0.968,0.914,0.121,0.0874,58.254,audio_features,69aW2BkOApITEXUejaSpxw,spotify:track:69aW2BkOApITEXUejaSpxw,https://api.spotify.com/v1/tracks/69aW2BkOApITEXUejaSpxw,https://api.spotify.com/v1/audio-analysis/69aW2BkOApITEXUejaSpxw,210800.0,4.0,0.0
0.408,0.00673,7.0,-32.254,0.0,0.0493,0.993,0.937,0.0701,0.0798,100.285,audio_features,6RH7LsP79YlpkD8QhEY1AX,spotify:track:6RH7LsP79YlpkD8QhEY1AX,https://api.spotify.com/v1/tracks/6RH7LsP79YlpkD8QhEY1AX,https://api.spotify.com/v1/audio-analysis/6RH7LsP79YlpkD8QhEY1AX,199653.0,3.0,0.0
0.386,0.0281,9.0,-27.42,1.0,0.032,0.903,0.403,0.11,0.0822,87.275,audio_features,2AC9fAcUNT6cWY5xGZj4oo,spotify:track:2AC9fAcUNT6cWY5xGZj4oo,https://api.spotify.com/v1/tracks/2AC9fAcUNT6cWY5xGZj4oo,https://api.spotify.com/v1/audio-analysis/2AC9fAcUNT6cWY5xGZj4oo,298493.0,4.0,0.0
