danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,success
0.509,0.774,6.0,-4.054,1.0,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707.0,4.0,1.0
0.886,0.724,8.0,-7.383,0.0,0.408,0.157,1.3e-05,0.144,0.682,74.95,audio_features,0iHKUzrBeeIgkFsi4h3SHK,spotify:track:0iHKUzrBeeIgkFsi4h3SHK,https://api.spotify.com/v1/tracks/0iHKUzrBeeIgkFsi4h3SHK,https://api.spotify.com/v1/audio-analysis/0iHKUzrBeeIgkFsi4h3SHK,152457.0,4.0,1.0
0.851,0.85,1.0,-3.4,1.0,0.0904,0.226,0.0,0.145,0.642,99.975,audio_features,5CKtlUULFD5aPVX4PL02H6,spotify:track:5CKtlUULFD5aPVX4PL02H6,https://api.spotify.com/v1/tracks/5CKtlUULFD5aPVX4PL02H6,https://api.spotify.com/v1/audio-analysis/5CKtlUULFD5aPVX4PL02H6,165605.0,4.0,1.0
0.516,0.518,4.0,-10.383,1.0,0.04,0.00483,0.00895,0.585,0.0834,108.027,audio_features,3IkWmgGsXbsafrunwPojXO,spotify:track:3IkWmgGsXbsafrunwPojXO,https://api.spotify.com/v1/tracks/3IkWmgGsXbsafrunwPojXO,https://api.spotify.com/v1/audio-analysis/3IkWmgGsXbsafrunwPojXO,349560.0,4.0,1.0
0.657,0.695,2.0,-4.493,1.0,0.0321,0.0108,0.0,0.0822,0.683,65.997,audio_features,7LP4Es66zdY7CyjepqmvAg,spotify:track:7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg,212107.0,4.0,1.0
0.884,0.765,8.0,-3.865,1.0,0.0882,0.063,7.04e-06,0.118,0.594,99.987,audio_features,41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,224573.0,4.0,1.0
0.434,0.656,10.0,-6.063,1.0,0.0375,0.617,0.00126,0.107,0.185,115.879,audio_features,1Dy3UTkDu5vO1cPgiFYdSE,spotify:track:1Dy3UTkDu5vO1cPgiFYdSE,https://api.spotify.com/v1/tracks/1Dy3UTkDu5vO1cPgiFYdSE,https://api.spotify.com/v1/audio-analysis/1Dy3UTkDu5vO1cPgiFYdSE,136620.0,4.0,1.0
0.654,0.751,8.0,-7.508,0.0,0.105,0.246,0.0179,0.167,0.568,92.781,audio_features,3Osd3Yf8K73aj4ySn6LrvK,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/tracks/3Osd3Yf8K73aj4ySn6LrvK,https://api.spotify.com/v1/audio-analysis/3Osd3Yf8K73aj4ySn6LrvK,272507.0,4.0,1.0
0.547,0.759,1.0,-7.039,0.0,0.413,0.354,2.15e-05,0.676,0.575,91.85,audio_features,4XDpeWqPADoWRKcUY3dC84,spotify:track:4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,225347.0,4.0,1.0
0.543,0.473,6.0,-9.638,1.0,0.157,0.124,4.04e-06,0.0922,0.519,86.534,audio_features,7EqpEBPOohgk7NnKvBGFWo,spotify:track:7EqpEBPOohgk7NnKvBGFWo,https://api.spotify.com/v1/tracks/7EqpEBPOohgk7NnKvBGFWo,https://api.spotify.com/v1/audio-analysis/7EqpEBPOohgk7NnKvBGFWo,193750.0,4.0,1.0
0.834,0.472,5.0,-7.777,0.0,0.0873,0.412,6.76e-05,0.0836,0.517,107.014,audio_features,52Qu0no0NBho3zyRmjlsHn,spotify:track:52Qu0no0NBho3zyRmjlsHn,https://api.spotify.com/v1/tracks/52Qu0no0NBho3zyRmjlsHn,https://api.spotify.com/v1/audio-analysis/52Qu0no0NBho3zyRmjlsHn,244747.0,4.0,1.0
0.375,0.93,2.0,-2.631,1.0,0.0561,0.00064,0.0,0.318,0.491,147.124,audio_features,33SNO8AaciGbNaQFkxvPrW,spotify:track:33SNO8AaciGbNaQFkxvPrW,https://api.spotify.com/v1/tracks/33SNO8AaciGbNaQFkxvPrW,https://api.spotify.com/v1/audio-analysis/33SNO8AaciGbNaQFkxvPrW,176387.0,4.0,1.0
0.928,0.437,1.0,-7.081,0.0,0.127,0.144,0.000357,0.147,0.496,100.056,audio_features,5oZps6mYqU5s7A4WjUZggJ,spotify:track:5oZps6mYqU5s7A4WjUZggJ,https://api.spotify.com/v1/tracks/5oZps6mYqU5s7A4WjUZggJ,https://api.spotify.com/v1/audio-analysis/5oZps6mYqU5s7A4WjUZggJ,212613.0,4.0,1.0
0.459,0.663,8.0,-5.939,0.0,0.1,0.0169,0.0,0.0621,0.412,176.791,audio_features,69Sy7207dnixZ6w7RSV9Kb,spotify:track:69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/tracks/69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/audio-analysis/69Sy7207dnixZ6w7RSV9Kb,192881.0,4.0,1.0
0.763,0.381,6.0,-13.211,1.0,0.279,0.395,7.97e-06,0.568,0.0976,130.968,audio_features,1ZKueMWFwl6qPxczBLqJII,spotify:track:1ZKueMWFwl6qPxczBLqJII,https://api.spotify.com/v1/tracks/1ZKueMWFwl6qPxczBLqJII,https://api.spotify.com/v1/audio-analysis/1ZKueMWFwl6qPxczBLqJII,184324.0,4.0,1.0
0.595,0.667,6.0,-6.442,1.0,0.034,0.296,0.0,0.109,0.272,121.949,audio_features,77A7dWpSxVoauUbJn83Oj3,spotify:track:77A7dWpSxVoauUbJn83Oj3,https://api.spotify.com/v1/tracks/77A7dWpSxVoauUbJn83Oj3,https://api.spotify.com/v1/audio-analysis/77A7dWpSxVoauUbJn83Oj3,283347.0,4.0,1.0
0.802,0.59,6.0,-8.81,1.0,0.273,0.109,0.0,0.429,0.747,117.007,audio_features,2gQYziDV5cSTRSqr6akzi5,spotify:track:2gQYziDV5cSTRSqr6akzi5,https://api.spotify.com/v1/tracks/2gQYziDV5cSTRSqr6akzi5,https://api.spotify.com/v1/audio-analysis/2gQYziDV5cSTRSqr6akzi5,210387.0,4.0,1.0
0.589,0.196,3.0,-17.989,1.0,0.0333,0.813,0.000354,0.0757,0.697,97.855,audio_features,3sdy7pewLtkS3N038StmH5,spotify:track:3sdy7pewLtkS3N038StmH5,https://api.spotify.com/v1/tracks/3sdy7pewLtkS3N038StmH5,https://api.spotify.com/v1/audio-analysis/3sdy7pewLtkS3N038StmH5,154640.0,4.0,1.0
0.685,0.443,0.0,-7.463,1.0,0.0376,0.796,6.94e-06,0.115,0.703,136.958,audio_features,7c36pInnsI3DzAGDQcTW99,spotify:track:7c36pInnsI3DzAGDQcTW99,https://api.spotify.com/v1/tracks/7c36pInnsI3DzAGDQcTW99,https://api.spotify.com/v1/audio-analysis/7c36pInnsI3DzAGDQcTW99,194963.0,3.0,1.0
0.604,0.541,1.0,-7.378,0.0,0.0915,0.639,0.0,0.169,0.892,134.326,audio_features,0TCt7OFRdD8PQ6vTRQxNgQ,spotify:track:0TCt7OFRdD8PQ6vTRQxNgQ,https://api.spotify.com/v1/tracks/0TCt7OFRdD8PQ6vTRQxNgQ,https://api.spotify.com/v1/audio-analysis/0TCt7OFRdD8PQ6vTRQxNgQ,191413.0,4.0,1.0
0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600.0,4.0,1.0
0.804,0.498,8.0,-7.387,0.0,0.0571,0.339,0.000236,0.18,0.704,105.008,audio_features,5XkyZyKMdFungjDb9cUKc3,spotify:track:5XkyZyKMdFungjDb9cUKc3,https://api.spotify.com/v1/tracks/5XkyZyKMdFungjDb9cUKc3,https://api.spotify.com/v1/audio-analysis/5XkyZyKMdFungjDb9cUKc3,205020.0,4.0,1.0
0.418,0.248,3.0,-9.997,1.0,0.0451,0.954,4.21e-06,0.108,0.298,130.953,audio_features,5zCunX8URvLoBHlg1Fnjv6,spotify:track:5zCunX8URvLoBHlg1Fnjv6,https://api.spotify.com/v1/tracks/5zCunX8URvLoBHlg1Fnjv6,https://api.spotify.com/v1/audio-analysis/5zCunX8URvLoBHlg1Fnjv6,243007.0,4.0,1.0
0.505,0.903,1.0,-3.699,1.0,0.037,0.0356,0.0,0.127,0.491,88.986,audio_features,6pyshZbArprWRBXLbYVPO9,spotify:track:6pyshZbArprWRBXLbYVPO9,https://api.spotify.com/v1/tracks/6pyshZbArprWRBXLbYVPO9,https://api.spotify.com/v1/audio-analysis/6pyshZbArprWRBXLbYVPO9,197830.0,4.0,1.0
0.339,0.00767,6.0,-32.633,1.0,0.0524,0.995,0.885,0.0723,0.079,210.396,audio_features,0zejf8HYyTl135l3dQ1u1X,spotify:track:0zejf8HYyTl135l3dQ1u1X,https://api.spotify.com/v1/tracks/0zejf8HYyTl135l3dQ1u1X,https://api.spotify.com/v1/audio-analysis/0zejf8HYyTl135l3dQ1u1X,130560.0,4.0,1.0
0.347,0.00678,7.0,-40.047,0.0,0.0437,0.993,0.938,0.0596,0.226,117.087,audio_features,6iKtWQggYdFSFYp9wXZHH4,spotify:track:6iKtWQggYdFSFYp9wXZHH4,https://api.spotify.com/v1/tracks/6iKtWQggYdFSFYp9wXZHH4,https://api.spotify.com/v1/audio-analysis/6iKtWQggYdFSFYp9wXZHH4,214252.0,3.0,1.0
0.726,0.605,7.0,-5.002,1.0,0.296,0.152,0.0,0.642,0.36,139.233,audio_features,3yXFcbGxFn2au5q3pShkAe,spotify:track:3yXFcbGxFn2au5q3pShkAe,https://api.spotify.com/v1/tracks/3yXFcbGxFn2au5q3pShkAe,https://api.spotify.com/v1/audio-analysis/3yXFcbGxFn2au5q3pShkAe,202301.0,4.0,1.0
0.424,0.661,2.0,-5.547,1.0,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,audio_features,0M7mWKqwTIaVjYyxfZmtTa,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,https://api.spotify.com/v1/tracks/0M7mWKqwTIaVjYyxfZmtTa,https://api.spotify.com/v1/audio-analysis/0M7mWKqwTIaVjYyxfZmtTa,195533.0,4.0,1.0
0.841,0.898,8.0,-7.135,1.0,0.104,0.271,0.0151,0.304,0.931,98.401,audio_features,276zciJ7Fg7Jk6Ta6QuLkp,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/tracks/276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/audio-analysis/276zciJ7Fg7Jk6Ta6QuLkp,169727.0,4.0,1.0
0.815,0.451,10.0,-8.977,0.0,0.195,0.232,0.0,0.17,0.41,126.057,audio_features,2wtJbMAEeCICHkszAggSw4,spotify:track:2wtJbMAEeCICHkszAggSw4,https://api.spotify.com/v1/tracks/2wtJbMAEeCICHkszAggSw4,https://api.spotify.com/v1/audio-analysis/2wtJbMAEeCICHkszAggSw4,229460.0,4.0,1.0
0.682,0.929,6.0,-2.541,0.0,0.0509,0.0313,3.72e-05,0.228,0.418,116.003,audio_features,4Be93e6twHWrwOyEN5b2P4,spotify:track:4Be93e6twHWrwOyEN5b2P4,https://api.spotify.com/v1/tracks/4Be93e6twHWrwOyEN5b2P4,https://api.spotify.com/v1/audio-analysis/4Be93e6twHWrwOyEN5b2P4,205147.0,4.0,1.0
0.843,0.435,8.0,-8.442,1.0,0.178,0.47,0.0,0.147,0.19,120.058,audio_features,6GnhWMhgJb7uyiiPEiEkDA,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA,208080.0,4.0,1.0
0.737,0.637,6.0,-6.308,0.0,0.0735,0.262,0.0,0.319,0.537,100.033,audio_features,3IPnBzGRMg6BfViFxxa0Gq,spotify:track:3IPnBzGRMg6BfViFxxa0Gq,https://api.spotify.com/v1/tracks/3IPnBzGRMg6BfViFxxa0Gq,https://api.spotify.com/v1/audio-analysis/3IPnBzGRMg6BfViFxxa0Gq,124733.0,4.0,1.0
0.75,0.683,9.0,-4.829,0.0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,audio_features,1dl3vuXJS9anUXE7XnNP75,spotify:track:1dl3vuXJS9anUXE7XnNP75,https://api.spotify.com/v1/tracks/1dl3vuXJS9anUXE7XnNP75,https://api.spotify.com/v1/audio-analysis/1dl3vuXJS9anUXE7XnNP75,200492.0,4.0,1.0
0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,audio_features,0SqqAgdovOE24BzxIClpjw,spotify:track:0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/tracks/0SqqAgdovOE24BzxIClpjw,https://api.spotify.com/v1/audio-analysis/0SqqAgdovOE24BzxIClpjw,172127.0,4.0,1.0
0.764,0.574,9.0,-9.475,0.0,0.042,0.401,0.0,0.11,0.931,123.928,audio_features,709hAukJxapqTU9VhsiQm0,spotify:track:709hAukJxapqTU9VhsiQm0,https://api.spotify.com/v1/tracks/709hAukJxapqTU9VhsiQm0,https://api.spotify.com/v1/audio-analysis/709hAukJxapqTU9VhsiQm0,240707.0,4.0,1.0
0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147.0,4.0,1.0
0.681,0.22,3.0,-24.653,1.0,0.0601,0.983,0.9,0.133,0.892,98.123,audio_features,6WpvcV2AIfzeh7VhyRldxR,spotify:track:6WpvcV2AIfzeh7VhyRldxR,https://api.spotify.com/v1/tracks/6WpvcV2AIfzeh7VhyRldxR,https://api.spotify.com/v1/audio-analysis/6WpvcV2AIfzeh7VhyRldxR,76560.0,4.0,1.0
0.693,0.575,9.0,-6.998,1.0,0.0801,0.374,0.0,0.252,0.492,117.999,audio_features,14sOS5L36385FJ3OL8hew4,spotify:track:14sOS5L36385FJ3OL8hew4,https://api.spotify.com/v1/tracks/14sOS5L36385FJ3OL8hew4,https://api.spotify.com/v1/audio-analysis/14sOS5L36385FJ3OL8hew4,211362.0,4.0,1.0
0.256,0.0254,9.0,-26.565,0.0,0.039,0.984,0.779,0.0845,0.0658,146.783,audio_features,3J6PUQWRKDLO5CbQgELuKG,spotify:track:3J6PUQWRKDLO5CbQgELuKG,https://api.spotify.com/v1/tracks/3J6PUQWRKDLO5CbQgELuKG,https://api.spotify.com/v1/audio-analysis/3J6PUQWRKDLO5CbQgELuKG,152633.0,3.0,1.0
0.819,0.596,7.0,-7.697,0.0,0.123,0.0302,4.59e-06,0.102,0.473,108.204,audio_features,70pZIQqQ37SrNCADx0FiPN,spotify:track:70pZIQqQ37SrNCADx0FiPN,https://api.spotify.com/v1/tracks/70pZIQqQ37SrNCADx0FiPN,https://api.spotify.com/v1/audio-analysis/70pZIQqQ37SrNCADx0FiPN,208395.0,4.0,1.0
0.597,0.931,11.0,-4.591,0.0,0.0984,0.127,0.0,0.0504,0.534,92.003,audio_features,0DKNNR9iDjwfCEpMiFXMJq,spotify:track:0DKNNR9iDjwfCEpMiFXMJq,https://api.spotify.com/v1/tracks/0DKNNR9iDjwfCEpMiFXMJq,https://api.spotify.com/v1/audio-analysis/0DKNNR9iDjwfCEpMiFXMJq,235200.0,4.0,1.0
0.692,0.744,2.0,-4.565,1.0,0.257,0.00868,0.000423,0.359,0.0612,171.374,audio_features,5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,326467.0,4.0,1.0
0.675,0.539,5.0,-10.831,0.0,0.315,0.0144,0.0,0.153,0.214,164.943,audio_features,58Tx88GWmOgcHQLZNRGeym,spotify:track:58Tx88GWmOgcHQLZNRGeym,https://api.spotify.com/v1/tracks/58Tx88GWmOgcHQLZNRGeym,https://api.spotify.com/v1/audio-analysis/58Tx88GWmOgcHQLZNRGeym,164067.0,4.0,1.0
0.56,0.736,0.0,-7.306,1.0,0.0446,0.341,9.81e-06,0.155,0.824,79.843,audio_features,3d1qN7AHge6BXuVPutcpI5,spotify:track:3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/tracks/3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/audio-analysis/3d1qN7AHge6BXuVPutcpI5,195147.0,4.0,1.0
0.588,0.674,7.0,-7.083,1.0,0.171,0.0319,7.55e-06,0.122,0.198,193.893,audio_features,3cjF2OFRmip8spwZYQRKxP,spotify:track:3cjF2OFRmip8spwZYQRKxP,https://api.spotify.com/v1/tracks/3cjF2OFRmip8spwZYQRKxP,https://api.spotify.com/v1/audio-analysis/3cjF2OFRmip8spwZYQRKxP,240653.0,4.0,1.0
0.559,0.473,0.0,-4.147,1.0,0.0364,0.177,1.5e-06,0.108,0.341,69.973,audio_features,16XiTUC2rQvb5lmtOm3FYY,spotify:track:16XiTUC2rQvb5lmtOm3FYY,https://api.spotify.com/v1/tracks/16XiTUC2rQvb5lmtOm3FYY,https://api.spotify.com/v1/audio-analysis/16XiTUC2rQvb5lmtOm3FYY,181360.0,4.0,1.0
0.58,0.156,10.0,-16.91,0.0,0.0383,0.835,0.0,0.0907,0.562,69.066,audio_features,1qxP0sOT8aDsDusJZ4VQOs,spotify:track:1qxP0sOT8aDsDusJZ4VQOs,https://api.spotify.com/v1/tracks/1qxP0sOT8aDsDusJZ4VQOs,https://api.spotify.com/v1/audio-analysis/1qxP0sOT8aDsDusJZ4VQOs,65093.0,3.0,1.0
0.434,0.75,10.0,-3.53,1.0,0.0293,0.0107,0.0,0.106,0.488,159.824,audio_features,7JKUEuxOW5NNieEjoW59sH,spotify:track:7JKUEuxOW5NNieEjoW59sH,https://api.spotify.com/v1/tracks/7JKUEuxOW5NNieEjoW59sH,https://api.spotify.com/v1/audio-analysis/7JKUEuxOW5NNieEjoW59sH,201347.0,4.0,1.0
